interval_id,poi_id,day_of_week,specific_date,status,open_minute,close_minute,closes_next_day,observation_id
hours:bdb9f26e03720339e00803e3,osm:node:4260382168,0,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:52bdb5d1c5177ec23347f039,osm:node:4260382168,1,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:250608ed18a43f944164da22,osm:node:4260382168,2,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:cd2ec202bcb87c0e8e48f480,osm:node:4260382168,3,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:60f111feb7287d0bce85c6b5,osm:node:4260382168,4,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:17fcf5906021dbd7ca624344,osm:node:4260382168,5,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:bdeb395eef14766879790419,osm:node:4260382168,6,,open,1020,1380,0,obs:f41338c13ae5ee1c2d45333f
hours:45d57a383b30c35c64753df3,osm:node:4266180498,0,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:bbc2b702921784897bde4c05,osm:node:4266180498,1,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:bde8d6fb4749cb78feb4afe1,osm:node:4266180498,2,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:21c3bdeea79f938ae9dade77,osm:node:4266180498,3,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:44f5d09fe61b463a3b12adb7,osm:node:4266180498,4,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:90542605208da0e82d1ed992,osm:node:4266180498,5,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:60cb40ce0c9907d63cd51f93,osm:node:4266180498,6,,open,450,1410,0,obs:1be879dfb09dd079e0c96dbe
hours:bc43b57bf4e0c72bf5822c48,osm:node:4266207190,0,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:1b5da02a16c9c412f08a8335,osm:node:4266207190,1,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:00b17405c37cde3017e1911b,osm:node:4266207190,2,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:982f8807edef7604b31d69c8,osm:node:4266207190,3,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:15812ed5554b5ab27f751db2,osm:node:4266207190,4,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:a3a5df37ca0450cf004c7459,osm:node:4266207190,5,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:08ebc25377b464863d81041b,osm:node:4266207190,6,,open,420,1380,0,obs:72adbe6f6df10ffd23b7d544
hours:ab8f5412bdace6f065ba8662,osm:node:4279536690,0,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:dcf8271117f94dc6860954c4,osm:node:4279536690,1,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:c77722b483702b6bfd084d0b,osm:node:4279536690,2,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:781aab043f3dae0a260d919e,osm:node:4279536690,3,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:69f3b2b7e4c5b70ef602c3b8,osm:node:4279536690,4,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:e9072bf7f45eb79af2c351c1,osm:node:4279536690,5,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:60afac0a345407b04e8316f1,osm:node:4279536690,6,,open,390,1260,0,obs:76ceb62e639750881eab8e44
hours:6ebd2fe89620bf2d9935f61a,osm:node:4281628989,0,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:4da470893deefde043b543b4,osm:node:4281628989,1,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:d272cdb10345ac86d452c55a,osm:node:4281628989,2,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:97bef782706aac6ec485bdc9,osm:node:4281628989,3,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:4cafd26e6547f7ae5df0e1a3,osm:node:4281628989,4,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:32b777dbea6373a99d05af3c,osm:node:4281628989,5,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:ee5721b2e945d45b917b76e3,osm:node:4281628989,6,,open,420,1380,0,obs:d4f44a324b2739f4d0e971c0
hours:b5b35c73a851509da5b06b63,osm:node:4301483689,0,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:9d25fa99e76a4c21cfd8b990,osm:node:4301483689,1,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:853a035e92f2515fd84f1291,osm:node:4301483689,2,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:270ebcfd57e8b3b6e96b4c43,osm:node:4301483689,3,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:84e6419baf61fa8e1cdc4fc3,osm:node:4301483689,4,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:5b8921e00a8ba52891dc102a,osm:node:4301483689,5,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:60fd20a35a6052e6017a3dc3,osm:node:4301483689,6,,open,300,1080,0,obs:b38098988a9b2fb9c8b55400
hours:63426461cfe99351492d775c,osm:node:4327534896,0,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:8a4f9cdb524908732decbae8,osm:node:4327534896,1,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:2a88409b399a95d3c5e359dc,osm:node:4327534896,2,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:ed5fba53df0332ff5d26038f,osm:node:4327534896,3,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:8b12bd02f26d719bdedac8c7,osm:node:4327534896,4,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:78d47a3a01c0d84281f448e8,osm:node:4327534896,5,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:8a60bb418680c3a24230383a,osm:node:4327534896,6,,open,600,1260,0,obs:abc2ecc81da2aacc04218ebe
hours:c754bdc0a31c929765bea57c,osm:node:4327575692,0,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:39e1ecb9285dcf94f0fbcfcd,osm:node:4327575692,1,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:54e8b97fe90f1449a66173ad,osm:node:4327575692,2,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:c8cd251c1b7dab7576dd3061,osm:node:4327575692,3,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:3d4ee24f07a2f600be77673b,osm:node:4327575692,4,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:caf8115c776e86b136bb7c27,osm:node:4327575692,5,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:dd4e587360fed2926288d7e7,osm:node:4327575692,6,,open,600,1230,0,obs:ecf8c13006a09a5b5c46520e
hours:a2587451d9dd4c24ae9257a7,osm:node:4339674497,0,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:3cccc27ef92dc4255aa6a223,osm:node:4339674497,1,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:a5131e8f50f6a2141fc5b0ef,osm:node:4339674497,2,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:287708c3c6d14a31bad86c93,osm:node:4339674497,3,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:9e7aacea3a7b0990cf22668d,osm:node:4339674497,4,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:bb1ffb8b54fee2a077165442,osm:node:4339674497,5,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:ffe6e4319c525a6fbe8045bb,osm:node:4339674497,6,,open,0,1440,0,obs:16ce6e7d08901f38f19603f0
hours:8bafce7e70df0d47a2c4cd5e,osm:node:4339674598,0,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:5b696ca6a12cbba5a0376a83,osm:node:4339674598,1,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:a9671e2e7d979186ddcb7807,osm:node:4339674598,2,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:1794c1b4132448724759590f,osm:node:4339674598,3,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:811de531cd5f879d9e01ef59,osm:node:4339674598,4,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:e8ce9597c3c6bdf444ad5f8d,osm:node:4339674598,5,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:9f28b908e6d3882c85264e6e,osm:node:4339674598,6,,open,600,1320,0,obs:c734472ddef9e0bb9d6ed07e
hours:ce6c07f6ac3728225ce5061c,osm:node:4343966693,0,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:cbf123feae6eeb3f30353530,osm:node:4343966693,1,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:c9414fdd5453cc401b7f89fa,osm:node:4343966693,2,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:8153321129c833116717589e,osm:node:4343966693,3,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:29c0459570b876071a7a3c81,osm:node:4343966693,4,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:d8eb8823d9dff17f04f5ed47,osm:node:4343966693,5,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:9c2e81fc3c3453dbf733c47a,osm:node:4343966693,6,,open,600,1320,0,obs:a58032adcfd023a94755a88b
hours:60839bcad1ae8a6909b46ec5,osm:node:4347237636,0,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:cb506a170be1d50d17103334,osm:node:4347237636,2,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:0d92511950c36997be80871b,osm:node:4347237636,3,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:a74d1e3a438c8c5809f03398,osm:node:4347237636,4,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:c58d4c582c999708be830db2,osm:node:4347237636,5,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:e097c7a1d6d2e26603d4436c,osm:node:4347237636,6,,open,540,1260,0,obs:330baece78f5bbab4eddc19e
hours:15b1c3c89f602648b251461f,osm:node:4352229289,0,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:485fa024acb311b05f753eed,osm:node:4352229289,1,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:f36113f2cb7439a8addddb69,osm:node:4352229289,2,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:d03052cb28a465212736e620,osm:node:4352229289,3,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:1868168762a939bc16a2f3bd,osm:node:4352229289,4,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:eb5a921f7f8fece3366a794c,osm:node:4352229289,5,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:216348ca4471fc9ef932cc14,osm:node:4352229289,6,,open,720,1320,0,obs:c51b3b0b17f16028c4e72f64
hours:693377bcd90911f46129f848,osm:node:4352237791,0,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:17658884f671a4d594a8b0b7,osm:node:4352237791,0,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:80079596f06af6c4475d556f,osm:node:4352237791,1,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:2e2640a86ca4696d57ef61c6,osm:node:4352237791,1,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:6c7fc01ae1fdc2bfc0b79ae0,osm:node:4352237791,2,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:375eb48136ded5246446bbb2,osm:node:4352237791,2,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:7ad22f28f293ced48468cad1,osm:node:4352237791,3,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:a60c67d67012e24c599f07f6,osm:node:4352237791,3,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:b2fff756e8b64203933d3fc7,osm:node:4352237791,4,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:80de808118d23a81b1a00de8,osm:node:4352237791,4,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:c25864f4687737d78fabc534,osm:node:4352237791,5,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:08f84406d2a58410763fcefd,osm:node:4352237791,5,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:3cccbc4a2953f55c807bfbe6,osm:node:4352237791,6,,open,660,720,0,obs:ff4c9ba67eb302d81549a08b
hours:21c8b357c065b7f14914d5b4,osm:node:4352237791,6,,open,1020,1350,0,obs:ff4c9ba67eb302d81549a08b
hours:46a5ede500a973985c12b720,osm:node:4352266089,0,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:f511c8b7817cb509390125f6,osm:node:4352266089,1,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:7d37531f53ed311729daa532,osm:node:4352266089,2,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:fc5b13e21e8642e76f2787e0,osm:node:4352266089,3,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:cd5b3ea9584cc98fe9433330,osm:node:4352266089,4,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:02d08f81042d8741a4af7794,osm:node:4352266089,5,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:9ff82a840b0d60a494ad2f1c,osm:node:4352266089,6,,open,600,1320,0,obs:5c960ab5e033a442456d1d25
hours:78e45a10cc6be89951d19b50,osm:node:4366361510,0,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:f62cd0126fdd1c4881780eaa,osm:node:4366361510,1,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:2b323ed025335637bc8878c4,osm:node:4366361510,2,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:b426d58ca42aa9a23724d1d8,osm:node:4366361510,3,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:d3a67d8e955fb6224688cb43,osm:node:4366361510,4,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:85e585b08463a98bae37ca20,osm:node:4366361510,5,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:3dd547d78e3078e70b3b8546,osm:node:4366361510,6,,open,420,600,0,obs:1d982ff3fdd1fbe56a47983c
hours:a80b54f066f9d230f45e17d6,osm:node:4378701501,0,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:8e7b7b43eae5eb4b2c126eeb,osm:node:4378701501,1,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:28750cd9ac69dfd154dbdb37,osm:node:4378701501,2,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:dbdd78b40bc3f174248aa307,osm:node:4378701501,3,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:66015157b8e1c4a63c93566c,osm:node:4378701501,4,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:d6eebadcb7973b63040faa37,osm:node:4378701501,5,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:c9848613ef4104aeb38827a4,osm:node:4378701501,6,,open,330,1200,0,obs:c3fd977e54e5e9ea635ac3e8
hours:33f0ea8a363d93cefa6f2e9a,osm:node:4381918992,0,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:5d2d3b9778c4fcb1890c24d0,osm:node:4381918992,1,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:434ae7ed37cead6c3110925b,osm:node:4381918992,2,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:9047f82c69bc715b7cbfa311,osm:node:4381918992,3,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:53c7486c029db746a874a0c3,osm:node:4381918992,4,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:5ed93ba0cfeb4240df1dac5c,osm:node:4381918992,5,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:ab29ae64a5f614cfb314ca64,osm:node:4381918992,6,,open,480,1380,0,obs:05cd35ee3a7144649954c5f7
hours:41f293dea2373982fdca0f06,osm:node:4381924889,0,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:f29e0fdff0d812a4ac1630a2,osm:node:4381924889,1,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:67e2fcb7fc3d1259c15e1c3f,osm:node:4381924889,2,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:37c6b4a8d19887c8c88a6af8,osm:node:4381924889,3,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:a6e9144eacc12031cce90d62,osm:node:4381924889,4,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:937e89e6baa8dee24de0a05d,osm:node:4381924889,5,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:8dd67d144efa6afc8aa2fcef,osm:node:4381924889,6,,open,390,1290,0,obs:2a322fe11402ea57b0849e63
hours:f4409ed4a07e2121fd4d5a40,osm:node:4383436892,0,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:1db3f6288b80e33de04aba1f,osm:node:4383436892,1,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:aff9f02bfb42533878b4fcdc,osm:node:4383436892,2,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:7034509f48dad6509f89ec47,osm:node:4383436892,3,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:2efaf7de19b9ee5a485a0c01,osm:node:4383436892,4,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:e3f85082855dd7543f77ed3e,osm:node:4383436892,5,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:d9d41c4be9bb11e5fbf68a2c,osm:node:4383436892,6,,open,1020,1260,0,obs:3cb23fdf3dd34fe140bde3cb
hours:16263fdd590d68d7de2bad93,osm:node:4389441895,0,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:a21fd15b4bc8ad6372f096a7,osm:node:4389441895,1,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:2ddf8666a123418f4fe3c561,osm:node:4389441895,2,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:be32231cc620d458e0340b72,osm:node:4389441895,3,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:ac2e42a55bdfeedd8d5be815,osm:node:4389441895,4,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:5368218cd74870faf015bb7a,osm:node:4389441895,5,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:5796eb2b7021a901c3982876,osm:node:4389441895,6,,open,600,1320,0,obs:ddf7da71318d2c85ecb6b60e
hours:5ba0b340c1cecae57b6dac38,osm:node:4430043290,0,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:0603c8f1b555a317b5fde93e,osm:node:4430043290,1,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:5c939f9b681ea3121d66abef,osm:node:4430043290,2,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:8276669acb07eb29f2ab6a97,osm:node:4430043290,3,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:a69c2258b47c463537a8dfcd,osm:node:4430043290,4,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:30b24e7e92d8ebe9b3362d68,osm:node:4430043290,5,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:5171a616b8b3098e9a1c7cad,osm:node:4430043290,6,,open,360,1320,0,obs:df9c1de117be0b81bf282a1b
hours:6788d6c1ec8fa09e2a01630e,osm:node:4430077491,0,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:c8ddabdcb23db0fb2d478edb,osm:node:4430077491,1,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:e3484a8d8122b2a2d9d2c9a9,osm:node:4430077491,2,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:8e79bbc03c3dcce3c4aa0ced,osm:node:4430077491,3,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:5b7d05c5b2a778fc01467ea6,osm:node:4430077491,4,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:3136608225ffcd6c6934a37f,osm:node:4430077491,5,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:2db7eb717c2ca2264c23c81d,osm:node:4430077491,6,,open,360,1260,0,obs:7250af142f7ebf5314af7737
hours:7d395bdb20de7319063c5dd5,osm:node:4437567193,0,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:d123481cdd52b55cee502259,osm:node:4437567193,1,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:83120a22ff46a428340ab26c,osm:node:4437567193,2,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:250a7c243c740e0e6c67992d,osm:node:4437567193,3,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:84deef9bbe78f6e49e13353c,osm:node:4437567193,4,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:c043236fd3cb81423856f920,osm:node:4437567193,5,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:99a538ace6011a0c14a1c0e6,osm:node:4437567193,6,,open,600,1320,0,obs:9c277a8868dc89e2e57268fe
hours:3625f13345b47ad43aeb07b9,osm:node:4437978297,0,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:b2a25a2173ab280fb8959328,osm:node:4437978297,1,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:0f3c3746b83f5dc45397defc,osm:node:4437978297,2,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:aa4e5bccda44a03dd5c87156,osm:node:4437978297,3,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:075bd731fab46d40339b1469,osm:node:4437978297,4,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:b1c69b94e222aee725ef1cc6,osm:node:4437978297,5,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:79072664bb6b5b4327695a20,osm:node:4437978297,6,,open,1140,1380,0,obs:16c943f50275c11c459585b7
hours:b49407e5568b95f0cb714785,osm:node:4449095589,0,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:258cbe61ced872c1954e1485,osm:node:4449095589,1,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:c1038f7d4f96ad8dd1974e7d,osm:node:4449095589,2,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:557e84a5bd80e8f41c1a4b13,osm:node:4449095589,3,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:7ecb58071f88b1c11af54464,osm:node:4449095589,4,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:85b3559f8b8ba93fa1bb1245,osm:node:4449095589,5,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:6947824b1cdd3c7a5c6e92b7,osm:node:4449095589,6,,open,540,1320,0,obs:804b96bec5bed09a930b2d0b
hours:1e63d1932c447f78bb825d65,osm:node:4449942994,0,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:e1fb0349d784748dc7c45409,osm:node:4449942994,1,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:ee57b149ca1b7239ef653538,osm:node:4449942994,2,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:4e917278b48ea782fafb26eb,osm:node:4449942994,3,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:6cd376b2a3539ae6fa4a2d11,osm:node:4449942994,4,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:6a49eb7b2d7cfab25339ff39,osm:node:4449942994,5,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:f11298e45a66374c4a052b28,osm:node:4449942994,6,,open,450,1350,0,obs:d2a3fca399359a5439a62805
hours:e3d3429112d025f33e18de2c,osm:node:4460198090,0,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:a18554aa6738db9c05ec89d8,osm:node:4460198090,1,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:6ebbae40c34e75418ed6e6c7,osm:node:4460198090,2,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:daa56543c53691bb1a48f30e,osm:node:4460198090,3,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:f2643a76e689e19ba47dbf6c,osm:node:4460198090,4,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:1f4cd8b16a84356484847029,osm:node:4460198090,5,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:bf5c59d1f3af0865edcbc5e2,osm:node:4460198090,6,,open,600,1290,0,obs:a88c76fb32ca41555ae38c77
hours:550a07a1bcaac5f1a40bed29,osm:node:4461175292,0,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:ee2eaca309951e9f972de292,osm:node:4461175292,1,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:d17c6531c12f4ac2e0146ff5,osm:node:4461175292,2,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:39f9af9a38951a304da70f01,osm:node:4461175292,3,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:646e821ddab8b58ad88a415d,osm:node:4461175292,4,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:8bdf1a53a541b2a5b513ac7c,osm:node:4461175292,5,,open,540,1020,0,obs:ed1e47cbe61e1c7e86d772df
hours:4fe019e59d6ba252a842e34a,osm:node:4464451389,0,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:a7277fe7bb0d326237aa48d6,osm:node:4464451389,1,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:dc6786afa0e77121e57823a4,osm:node:4464451389,2,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:5ec11fdb75e38128573c9ed4,osm:node:4464451389,3,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:752c296990eebf8c6afb4dcc,osm:node:4464451389,4,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:d99579dd3d43dd1a24fdee72,osm:node:4464451389,5,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:7bf7519e6b78dddb8a712496,osm:node:4464451389,6,,open,600,1320,0,obs:37e19eee74e2739e53bb70cd
hours:b2fd885906fade164f946445,osm:node:4464451390,0,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:67341aae9dc438c4755fb78b,osm:node:4464451390,1,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:e3cc827c3f6c9aab16cfb697,osm:node:4464451390,2,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:6a65ef8611a275ffb0278d1f,osm:node:4464451390,3,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:dc480dca5583483eeca56c05,osm:node:4464451390,4,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:0e4297a60a859a94840e5379,osm:node:4464451390,5,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:1b6072d399747d44720c291a,osm:node:4464451390,6,,open,600,1320,0,obs:ca02ccfc8a199dd5db1fcc40
hours:6246db9b4acc45266fb306a8,osm:node:4486828192,0,,open,420,1320,0,obs:78828544bd90bffaf6abe131
hours:e0da5c1350ba0fd680539634,osm:node:4486828192,1,,open,420,1320,0,obs:78828544bd90bffaf6abe131
