scenario_id,split,location,date,interests,categories,origin_latitude,origin_longitude,radius_km,poi_id,name,category,description,distance_km,source_url,relevance_0_3,notes
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:way:480826771,Bảo tàng Văn học Việt Nam,museum,,5.609,https://www.openstreetmap.org/way/480826771,,
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:way:37933256,Viện Bảo tàng Lịch sử Việt Nam,museum,,0.754,https://www.openstreetmap.org/way/37933256,,
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:node:4499978190,Bảo tàng Địa chất Việt Nam,museum,,0.727,https://www.openstreetmap.org/node/4499978190,,
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:node:13275273171,Đây Đi,cafe,,0.316,https://www.openstreetmap.org/node/13275273171,,
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:way:700145152,Bảo tàng Mỹ thuật Việt Nam,museum,,1.797,https://www.openstreetmap.org/way/700145152,,
HN-DEV-01,development,Hà Nội,2026-09-20,"lịch sử, văn hóa","historic, museum",21.0285,105.8542,15.0,osm:way:1233838148,Bay Seafood Buffet,restaurant,,0.344,https://www.openstreetmap.org/way/1233838148,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:37625751,Lăng Chủ tịch Hồ Chí Minh,historic,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",0.121,https://www.openstreetmap.org/way/37625751,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,1.716,https://www.openstreetmap.org/way/28912942,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:4576672189,Nhà Hàng Heritage,restaurant,,0.593,https://www.openstreetmap.org/node/4576672189,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:1218337314,Hatoyama,restaurant,,0.439,https://www.openstreetmap.org/way/1218337314,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:37933256,Viện Bảo tàng Lịch sử Việt Nam,museum,,2.953,https://www.openstreetmap.org/way/37933256,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:6640901648,Quán Nướng ABéo,restaurant,,0.642,https://www.openstreetmap.org/node/6640901648,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:10179892274,The East,restaurant,,1.232,https://www.openstreetmap.org/node/10179892274,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:208255133,Bảo tàng Hà Nội,museum,"Bảo tàng tại Đường Phạm Hùng, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",5.739,https://www.openstreetmap.org/way/208255133,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",3.644,https://www.openstreetmap.org/node/3794435557,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",9.058,https://www.openstreetmap.org/node/12876453886,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:339936730,Bảo tàng Dân tộc học Việt Nam,museum,"Bảo tàng tại Đường Nguyễn Văn Huyên, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",3.7,https://www.openstreetmap.org/way/339936730,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:12090398186,Lunet Art Galerie,gallery,,0.806,https://www.openstreetmap.org/node/12090398186,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:480826771,Bảo tàng Văn học Việt Nam,museum,,4.003,https://www.openstreetmap.org/way/480826771,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:10855443206,Chùa Tranh Khúc,temple,"Điểm văn hóa tâm linh tại 20.924956, 105.888766, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",13.565,https://www.openstreetmap.org/node/10855443206,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:1019050229,Bảo tàng Binh chủng Hóa học,museum,,4.97,https://www.openstreetmap.org/way/1019050229,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:700145152,Bảo tàng Mỹ thuật Việt Nam,museum,,0.645,https://www.openstreetmap.org/way/700145152,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:10715935205,ACID8 Speciality Coffee,cafe,,2.054,https://www.openstreetmap.org/node/10715935205,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:340128580,Di tích Nhà tù Hỏa Lò,museum,,1.722,https://www.openstreetmap.org/way/340128580,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:409390951,Trung tâm Lưu trữ và Triển lãm Ảnh Nghệ thuật Việt Nam,museum,,5.191,https://www.openstreetmap.org/way/409390951,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:1218337313,Thế Giới Hải Sản,restaurant,,0.429,https://www.openstreetmap.org/way/1218337313,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:12661290607,ISHIDAYA - The 3rd Generation,restaurant,,0.597,https://www.openstreetmap.org/node/12661290607,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:11676661169,Quán Bánh Cuốn Nóng Gia Truyền,restaurant,,0.446,https://www.openstreetmap.org/node/11676661169,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:4499978190,Bảo tàng Địa chất Việt Nam,museum,,2.891,https://www.openstreetmap.org/node/4499978190,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:697326496,Chùa Một Cột,temple,"Điểm văn hóa tâm linh tại 21.067416, 106.764553, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",0.061,https://www.openstreetmap.org/way/697326496,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:37629143,Bảo tàng Hồ Chí Minh,museum,,0.164,https://www.openstreetmap.org/way/37629143,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:704147278,Bảo tàng Phụ nữ Việt Nam,museum,,2.275,https://www.openstreetmap.org/way/704147278,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:1148571536,Bảo tàng Lịch sử Quân sự Việt Nam,museum,,8.679,https://www.openstreetmap.org/way/1148571536,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:1301715443,Vinacafe,cafe,,0.2,https://www.openstreetmap.org/way/1301715443,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",14.703,https://www.openstreetmap.org/node/13352652760,,
HN-DEV-02,development,Hà Nội,2026-09-20,"bảo tàng, trong nhà",museum,21.0358,105.8342,15.0,osm:way:178995262,Đền Ngọc Sơn,temple,,1.969,https://www.openstreetmap.org/way/178995262,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:223798542,Vườn hoa Lý Tự Trọng,park,,3.224,https://www.openstreetmap.org/way/223798542,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:13439951302,LẨU & NƯỚNG NGÓI MINSU,restaurant,,1.185,https://www.openstreetmap.org/node/13439951302,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:14157700401,NYC Pizza,restaurant,,1.454,https://www.openstreetmap.org/node/14157700401,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:7222198618,Domino's,restaurant,,1.075,https://www.openstreetmap.org/node/7222198618,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:5751409631,Nhà Hàng Délices de Mai,restaurant,,1.368,https://www.openstreetmap.org/node/5751409631,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:5239158923,Ding Tea,cafe,,0.308,https://www.openstreetmap.org/node/5239158923,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1307631429,Vườn hoa Nghè Ngô,park,,11.106,https://www.openstreetmap.org/way/1307631429,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1253839879,Công viên hồ Cần,park,,9.802,https://www.openstreetmap.org/way/1253839879,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1087731715,Vườn hoa Tao Đàn,park,,6.56,https://www.openstreetmap.org/way/1087731715,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1103182086,Công viên Võ Thị Sáu,park,,7.808,https://www.openstreetmap.org/way/1103182086,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1223384698,Tonkin's park,park,,10.246,https://www.openstreetmap.org/way/1223384698,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:178995262,Đền Ngọc Sơn,temple,,5.483,https://www.openstreetmap.org/way/178995262,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:12876453886,Đền Thiên Vương Thịnh,temple,"Điểm văn hóa tâm linh tại 20.992428, 105.908065, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",12.663,https://www.openstreetmap.org/node/12876453886,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:959984228,Vườn hoa Nông dân,park,,11.638,https://www.openstreetmap.org/way/959984228,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:10855443206,Chùa Tranh Khúc,temple,"Điểm văn hóa tâm linh tại 20.924956, 105.888766, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",17.152,https://www.openstreetmap.org/node/10855443206,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:12235167371,Sàn gỗ Nguyễn Kim,cafe,,1.331,https://www.openstreetmap.org/node/12235167371,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:28945667,Công viên Thủ Lệ,zoo,,3.388,https://www.openstreetmap.org/way/28945667,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:5406262022,Lotte Observation Deck,viewpoint,253m (830ft),3.186,https://www.openstreetmap.org/node/5406262022,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:37625751,Lăng Chủ tịch Hồ Chí Minh,historic,"Lăng Chủ tịch Hồ Chí Minh (Hà Nội) là nơi lưu giữ thi hài của Chủ tịch Hồ Chí Minh, trở thành biểu tượng của lòng tôn kính và biết ơn của nhân dân Việt Nam.",3.665,https://www.openstreetmap.org/way/37625751,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:37933849,Công viên Thống Nhất,park,,6.402,https://www.openstreetmap.org/way/37933849,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:11888380369,Kiez Vegan – Hanoi,restaurant,,1.459,https://www.openstreetmap.org/node/11888380369,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1365437934,Sân chơi khu đô thị Tân Tây Đô,park,,11.406,https://www.openstreetmap.org/way/1365437934,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:879841441,Vườn hoa Diên Hồng,park,,6.069,https://www.openstreetmap.org/way/879841441,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:9869536950,TOP TOP CAFE MEDIA,cafe,,0.705,https://www.openstreetmap.org/node/9869536950,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:1510802054,Phố Sách Hà Nội,park,"Điểm tham quan tại Phố 19 Tháng 12, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=attraction).",5.565,https://www.openstreetmap.org/way/1510802054,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:12096567273,Bao Wow,restaurant,,1.327,https://www.openstreetmap.org/node/12096567273,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:339936730,Bảo tàng Dân tộc học Việt Nam,museum,"Bảo tàng tại Đường Nguyễn Văn Huyên, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (tourism=museum).",2.603,https://www.openstreetmap.org/way/339936730,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:13352652760,Đình Thuận Quang,temple,"Điểm văn hóa tâm linh tại Ngõ 533 Nguyễn Bình, Hà Nội, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",17.919,https://www.openstreetmap.org/node/13352652760,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:908417669,Công viên Long Biên,park,,9.734,https://www.openstreetmap.org/way/908417669,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:28912942,Nhà thờ Lớn Hà Nội,temple,,5.35,https://www.openstreetmap.org/way/28912942,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:3794435557,Đình Làng Quảng Bá,temple,"Điểm văn hóa tâm linh tại 21.066868, 105.823032, được phân loại từ dữ liệu OpenStreetMap/HOTOSM (amenity=place_of_worship).",1.465,https://www.openstreetmap.org/node/3794435557,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:10715935205,ACID8 Speciality Coffee,cafe,,5.763,https://www.openstreetmap.org/node/10715935205,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:10179892274,The East,restaurant,,4.911,https://www.openstreetmap.org/node/10179892274,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:way:136176176,Công viên hồ Đền Lừ,park,,9.638,https://www.openstreetmap.org/way/136176176,,
HN-HOLD-01,holdout,Hà Nội,2026-09-20,"thiên nhiên, thư giãn","park, nature_area",21.0608,105.8105,20.0,osm:node:12415047802,Phở Lý Quốc Sư,restaurant,,0.783,https://www.openstreetmap.org/node/12415047802,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:10179892274,The East,restaurant,,1.054,https://www.openstreetmap.org/node/10179892274,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:1220299340,Conifer Bốn Mùa – Four Seasons,cafe,,0.338,https://www.openstreetmap.org/way/1220299340,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:178995262,Đền Ngọc Sơn,temple,,0.312,https://www.openstreetmap.org/way/178995262,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:879841441,Vườn hoa Diên Hồng,park,,0.291,https://www.openstreetmap.org/way/879841441,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:way:1481550721,Đền Voi Phục,temple,,5.128,https://www.openstreetmap.org/way/1481550721,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:6602496036,Pho Hùng,restaurant,,0.363,https://www.openstreetmap.org/node/6602496036,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:4217845890,Cà Phê AnAn,cafe,,0.39,https://www.openstreetmap.org/node/4217845890,,
HN-HOLD-02,holdout,Hà Nội,2026-09-20,"tâm linh, lịch sử","temple, historic",21.0285,105.8542,18.0,osm:node:5441412622,Iglesia Ni Cristo - Hanoi,temple,,4.104,https://www.openstreetmap.org/node/5441412622,,
